Department,Course Name,Teacher,Title,Author,Copyright,ISBN,best link,buy link,title,brand_name,sale_price,buybox_winner,rating,sale price,book price
Language,Latin 3,ALL,"Latin for Americans, Second Book",Ullman,2002,9780026409131,amazon,https://www.amazon.com/dp/0026409135,"Latin for Americans, Second Book by B. L. Ullman (2002-05-01)",,,,,113.98,113.98
Language,Latin 3,ALL,Vergil's Aeneid: Expanded Collection,Boyd,2013,9780865167896,amazon,https://www.amazon.com/dp/0865167893,Vergil's Aeneid: Expanded Collection,--,"17.80, 31.00",Amazon.com,4.5,"17.80, 31.00",31
Language,Latin 3,ALL,501 Latin Verbs,Prior,2008,9780764137426,amazon,https://www.amazon.com/dp/0764137425,501 Latin Verbs (Barron's 501 Verbs),--,34.83,Befrenzy,4.7,34.83,34.83
Language,Latin 4,ALL,"Latin for Americans, Second Book",Ullman,2002,9780026409131,amazon,https://www.amazon.com/dp/0026409135,"Latin for Americans, Second Book (English and Latin Edition)",,,,,113.98,113.98
Language,Latin 4,ALL,Vergil’s Aeneid Expanded Collection,Boyd,2013,9780865167896,amazon,https://www.amazon.com/dp/0865167893,Vergil's Aeneid: Expanded Collection,--,"17.80, 31.00",Amazon.com,4.5,"17.80, 31.00",31
Language,Latin 4,ALL,501 Latin Verbs,Prior,2008,9780764137426,amazon,https://www.amazon.com/dp/0764137425,501 Latin Verbs (Barron's 501 Verbs),--,34.83,Befrenzy,4.7,34.83,34.83
Language,AP Latin,ALL,Aeneid,Virgil,2003,9780140449327,amazon,https://www.amazon.com/dp/0140449329,The Aeneid (Penguin Classics),--,13.53,Amazon.com,4.6,13.53,13.53
Language,AP Latin,ALL,Caesar (Selections from his Commentarii),Muller,2012,9780865167780,amazon,https://www.amazon.com/dp/0865167788,Caesar: Selections from his Commentarii De Bello Gallico (English and Latin Edition),--,"16.36, 50.00",Amazon.com,5,"16.36, 50.00",50
Language,AP Latin,ALL,Excelability in Advanced Latin,Colakis,2004,9780865165120,amazon,https://www.amazon.com/dp/0865165122,Excelability in Advanced Latin: A Workbook for Students,--,"14.39, 29.00",Amazon.com,4.3,"14.39, 29.00",29
Language,AP Latin,ALL,Vergil’s Aeneid Expanded Collection,Boyd,2013,9780865167896,amazon,https://www.amazon.com/dp/0865167893,Vergil's Aeneid: Expanded Collection,--,"17.80, 31.00",Amazon.com,4.5,"17.80, 31.00",31
Language,Spanish 1,ALL,NO TEXTBOOK,,,NO TEXTBOOK,NO TEXTBOOK,,,,,,,,
Language,Spanish 2,ALL,"Complete Spanish Grammar, Fourth Edition",Nissenberg,2020,9781260463156,amazon,https://www.amazon.com/dp/126046315X,"Practice Makes Perfect: Complete Spanish Grammar, Premium Fourth Edition",--,"11.00, 13.82",McGrawHill,4.7,"11.00, 13.82",13.82
Language,Spanish 3  [see note 3 below],ALL,FRIDA Soy quien soy Spanish Level 2 Reader,,,n/a,Teacher's Discovery,https://www.teachersdiscovery.com/product/frida-soy-quien-soy-spanish-level-2-reader/sp-readers-2,"FRIDA Soy quien soy Spanish Level 2 Reader, Readers: Teacher's Discovery",,,,,,9
Language,Spanish 3  [see note 3 below],ALL,Lorena: La de pies ligeros Spanish Level 3 Enhanced Reader,Morales ,2021,n/a,TeachersDiscovery,https://www.teachersdiscovery.com/product/lorena-la-de-pies-ligeros-spanish-level-3-enhanced-reader/spanish,"Lorena: La de pies ligeros Spanish Level 3 Enhanced® Reader, Spanish: Teacher's Discovery",,,,,,11
Language,Spanish 3 ,ALL,"Practice Makes Perfect, Spanish Verb Tenses  [4th ed.]",Richmond,2019,9781260452457,amazon,https://www.amazon.com/dp/126045245X,"Practice Makes Perfect: Spanish Verb Tenses, Premium Fourth Edition",--,"14.39, 15.99",Amazon.com,4.7,"14.39, 15.99",15.99
Language,Spanish 3 Honors  [see note 4 below],ALL,Imagina  [4th ed.]  [book only - buy used],Blanco,2015,9781626801011,amazon,https://www.amazon.com/dp/B07MXMPKCY,"Imagina, 4th Edition, Looseleaf Student Edition text only",--,29.98,FranklinMedia,3.7,29.98,29.98
Language,Spanish 3 Honors  [see note 3 below],ALL,Lorena: La corredora Spanish Level 2 Enhanced Reader,Morales ,2021,n/a,TeachersDiscovery,https://www.teachersdiscovery.com/product/lorena-la-corredora-spanish-level-2-enhanced-reader/sp-readers-2,"Lorena: La corredora Spanish Level 2 Enhanced® Reader, Readers: Teacher's Discovery",,,,,,11
Language,Spanish 4  ,ALL,NO TEXTBOOK,,,NO TEXTBOOK,NO TEXTBOOK,,,,,,,,
Language,Spanish 4 Honors,ALL,NO TEXTBOOK,,,NO TEXTBOOK,NO TEXTBOOK,,,,,,,,
Language,Spanish V,ALL,NO TEXTBOOK,,,NO TEXTBOOK,NO TEXTBOOK,,,,,,,,
Language,AP Spanish,ALL,Temas [2nd ed.],Draggett,2019,9781543301380,amazon,https://www.amazon.com/dp/154330138X,TEMAS AP Spanish Language and Culture,--,92.75,A Plus Textbooks,4.3,92.75,92.75


Science,Anatomy and Physiology [see note 1 below],ALL,Essentials of Anatomy & Physiology [8th ed],Martini,2019,9780134098845,amazon,https://www.amazon.com/dp/0135203805,Essentials of Anatomy & Physiology,--,118.49,FranklinMedia,4.6,118.49,118.49
Science,Honors Anatomy and Physiology [see note 2 below],ALL,Anatomy and Physiology,Betts,2013,9781938168130,openstax,https://openstax.org/details/books/anatomy-and-physiology-2e,OpenStax,,,,,,0
Science,Biology,ALL,Biology for NGSS,Mellanby,2022,9781988566924,BioZone,https://biozone.com/us/product/NBI3/,Biology for NGSS - Student Edition - BIOZONE North America,,,,,,37.95
Science,Honors Biology [see notes 3 and 4 below],ALL,Biology,Miller,2019,9780328925124,SAVVAS,https://www.savvas.com/index.cfm?locator=PS1t3s,Student Edition,,,,,,118.8
Science,AP Biology  [see note 5 below],ALL,Biology for the AP Course,Morris,2022,9781319113315,BFW,https://store.bfwpub.com/hs/us/product/Biology-for-the-AP-Course-1st-Edition/p/1319113311,"Biology for the AP® Course, 1st Edition | BFW Online Store",,,,,,160.99
Science,Chemistry  [see note 4 and 6 below],ALL,Introductory Chemistry,Tro,2023,9780137922697,SAVVAS,https://www.savvas.com/index.cfm?locator=PS1t3s,Modified Mastering A&P with Pearson eText for Introductory Chemistry 7th Edition ©2024 For High School Users 1-year Digital Delivery,,,,,,55
Science,Honors Chemistry  [see note 4 and 6 below],ALL,Introductory Chemistry,Tro,2023,9780137922697,SAVVAS,https://www.savvas.com/index.cfm?locator=PS1t3s,Modified Mastering A&P with Pearson eText for Introductory Chemistry 7th Edition ©2024 For High School Users 1-year Digital Delivery,,,,,,55
Science,AP Chemistry  [see note 4 below],ALL,Chemistry: A Molecular Approach,Tro,2022,9780137657759,SAVVAS,https://www.savvas.com/index.cfm?locator=PS1t3s,"Modified Mastering Chemistry with Pearson eText for Chemistry: A Molecular Approach 6e, ©2023 For Advanced Placement 1year Digital Delivery",,,,,,55
Science,Physics: Mechanics,ALL,NO TEXTBOOK,,,NO TEXTBOOK,NO TEXTBOOK,,,,,,,,
Science,Physics [see note 2and 7 below],ALL,College Physics 2e,Urone,2017,9780544817739,openstax,https://openstax.org/details/books/college-physics,OpenStax,,,,,,0
Science,Honors Physics  [see notes 2 below],ALL,College Physics 2e,Urone,2016,9781947172173,openstax,https://openstax.org/details/books/college-physics,OpenStax,,,,,,0
Science,AP Physics C [see notes 2 below],ALL,University Physics Volume 1,Moebs,2016,9781938168277,openstax,https://openstax.org/details/books/university-physics-volume-1,OpenStax,,,,,,0
Science,AP Physics C [see note 2 below],ALL,University Physics Volume 2,Ling,2016,9781938168161,openstax,https://openstax.org/details/books/university-physics-volume-2,OpenStax,,,,,,0
Science,AP Environmental Science,ALL,AP Environmental Science,Biozone,2020,9781988566320,amazon,https://www.amazon.com/dp/1988566320,BIOZONE AP Environmental Science Student Workbook,--,36.95,Amazon.com,4.6,36.95,36.95
Science,AP Psychology,ALL,Myers' Psychology for AP [3rd ed.],Myers,2015,9781319070502,amazon,https://www.amazon.com/dp/1319070507,Myers' Psychology for the Ap(r) Course,--,"70.00, 108.00",PB Textbooks,4.5,"70.00, 108.00",108
Science,Psychology,ALL,NO TEXTBOOK,,,NO TEXTBOOK,NO TEXTBOOK,,,,,,,,
